char_a,char_b,common_neighbors,ever_meet,first_meet_book
Adrian Pucey,Peregrine Derrick,6,False,
Severus Snape,William Weasley,6,True,6.0
Adrian Pucey,Rolanda Hooch,6,False,
Adrian Pucey,Ronald Weasley,6,True,5.0
Adrian Pucey,Rowena Ravenclaw,6,False,
Errol,Lucius Malfoy,6,False,
Fang,Nicolas Flamel,6,False,
Errol,Lee Jordan,6,False,
Dudley Dursley,Pomona Sprout,6,False,
Dudley Dursley,Peter Pettigrew,6,False,
Gregory Goyle,James Potter I,6,False,
Angelina Johnson,Neville Longbottom,6,False,
Peter Pettigrew,Rosmerta,6,False,
Charles Weasley,Dean Thomas,6,False,
Peregrine Derrick,Vincent Crabbe,6,False,
Angelina Johnson,Tom Riddle,6,False,
Peregrine Derrick,Severus Snape,6,False,
Peregrine Derrick,Rubeus Hagrid,6,False,
Gregory Goyle,Peregrine Derrick,6,False,
Percy Weasley,Walden Macnair,6,False,
Penelope Clearwater,Vernon Dursley,6,False,
Penelope Clearwater,Tom Riddle,6,False,
Draco Malfoy,Firenze,6,False,
Gregory Goyle,Prime Minister,6,False,
Fat Lady,Vernon Dursley,6,False,
Dobby,Sorting Hat,6,False,
Peeves,Vernon Dursley,6,False,
Dobby,Seamus Finnigan,6,True,4.0
Peeves,Prime Minister,6,True,5.0
Bane,Father Christmas,6,False,
Father Christmas,Firenze,6,False,
Parvati Patil,Vernon Dursley,6,False,
Charles Weasley,Fat Lady,6,False,
Cadogan,Helga Hufflepuff,6,False,
Dobby,Prime Minister,6,False,
Cadogan,Quirinus Quirrell,6,False,
Angelina Johnson,Ginevra Weasley,6,True,5.0
Alicia Spinnet,Cho Chang,6,False,
Charles Weasley,Crookshanks,6,False,
Fat Lady,Gringotts Head Goblin,6,False,
Ginevra Weasley,Peregrine Derrick,6,False,
Alicia Spinnet,Graham Montague,6,False,
Dudley Dursley,Marcus Flint,6,False,
Dudley Dursley,Lucius Malfoy,6,False,
Fat Lady,Lee Jordan,6,False,
Dudley Dursley,Lee Jordan,6,False,
Fat Lady,Marcus Flint,6,False,
Alicia Spinnet,Lucius Malfoy,6,False,
Fat Lady,Myrtle Warren,6,False,
Pomona Sprout,Rowena Ravenclaw,6,False,
Alicia Spinnet,Poppy Pomfrey,6,True,5.0
Fat Lady,Nicolas Flamel,6,False,
Cadogan,Vincent Crabbe,6,False,
Cadogan,Tom Riddle,6,False,
Fat Lady,Prime Minister,6,False,
Angelina Johnson,Argus Filch,6,False,
Draco Malfoy,Walden Macnair,6,False,
Cadogan,Sybill Trelawney,6,False,
Angelina Johnson,Colin Creevey,6,True,5.0
Petunia Dursley,Prime Minister,6,False,
Gregory Goyle,Merlin,6,False,
Cadogan,Rowena Ravenclaw,6,False,
Gringotts Head Goblin,Sorting Hat,6,False,
Errol,Vincent Crabbe,6,False,
Gilderoy Lockhart,Lavender Brown,6,False,
Bloody Baron,Hermione Granger,6,False,
Firenze,Prime Minister,6,False,
Firenze,Quirinus Quirrell,6,False,
Lucius Malfoy,Myrtle Warren,6,False,
Firenze,Remus Lupin,6,False,
Buckbeak,Errol,6,False,
Gilderoy Lockhart,Lucian Bole,6,False,
Fluffy,Parvati Patil,6,False,
Firenze,Salazar Slytherin,6,False,
Lucius Malfoy,Pansy Parkinson,6,False,
Fluffy,Nicolas Flamel,6,False,
Lucian Bole,Tom Riddle,6,False,
Justin Finch-Fletchley,Nicolas Flamel,6,False,
Fluffy,Molly Weasley,6,False,
Justin Finch-Fletchley,Parvati Patil,6,False,
Hedwig,Justin Finch-Fletchley,6,False,
Lucian Bole,Neville Longbottom,6,False,
Lucius Malfoy,Nicolas Flamel,6,False,
Firenze,Peter Pettigrew,6,False,
Firenze,Molly Weasley,6,False,
Hedwig,Peeves,6,False,
Fred Weasley,Merlin,6,False,
Bloody Baron,Sirius Black,6,False,
James Potter I,Oliver Wood,6,False,
James Potter I,Pomona Sprout,6,False,
Bloody Baron,Rubeus Hagrid,6,False,
Fred Weasley,Graham Montague,6,True,5.0
Lucius Malfoy,Walden Macnair,6,False,
Hedwig,Helga Hufflepuff,6,False,
Firenze,Percy Weasley,6,False,
Lucius Malfoy,Prime Minister,6,True,5.0
Justin Finch-Fletchley,Lee Jordan,6,False,
Hedwig,James Potter I,6,False,
Lucius Malfoy,Petunia Dursley,6,False,
Bloody Baron,Minerva McGonagall,6,False,
Fluffy,Poppy Pomfrey,6,False,
Cornelius Fudge,Nicolas Flamel,6,False,
Cornelius Fudge,Firenze,6,False,
Firenze,Severus Snape,6,False,
Colin Creevey,Cuthbert Binns,6,False,
Firenze,Vernon Dursley,6,False,
Hedwig,Marcus Flint,6,False,
Colin Creevey,Hedwig,6,False,
Hedwig,Lucius Malfoy,6,False,
Lee Jordan,Parvati Patil,6,False,
Firenze,Sybill Trelawney,6,True,5.0
Lee Jordan,Mrs Norris,6,False,
Cho Chang,Lee Jordan,6,True,5.0
Colin Creevey,Penelope Clearwater,6,False,
Colin Creevey,Dean Thomas,6,False,
Buckbeak,Charles Weasley,6,False,
Fluffy,Ginevra Weasley,6,False,
George Weasley,Walden Macnair,6,False,
Lavender Brown,Peter Pettigrew,6,False,
Lavender Brown,Percy Weasley,6,False,
Lavender Brown,Peeves,6,True,5.0
Colin Creevey,Lucian Bole,6,False,
Lee Jordan,Quirinus Quirrell,6,False,
Gilderoy Lockhart,Katie Bell,6,False,
Lee Jordan,Sybill Trelawney,6,False,
Fluffy,Lucius Malfoy,6,False,
Colin Creevey,Dudley Dursley,6,False,
Lily J. Potter,Sybill Trelawney,6,False,
Colin Creevey,Errol,6,False,
Firenze,Sirius Black,6,False,
Cornelius Fudge,Dudley Dursley,6,True,5.0
Hedwig,Nicolas Flamel,6,False,
Lily J. Potter,Prime Minister,6,False,
Cho Chang,George Weasley,6,True,5.0
Bane,Filius Flitwick,6,False,
Colin Creevey,William Weasley,6,False,
Hedwig,Mrs Norris,6,False,
Lily J. Potter,Molly Weasley,6,False,
Justin Finch-Fletchley,Vernon Dursley,6,False,
Colin Creevey,Fawkes,6,False,
Lee Jordan,William Weasley,6,False,
Marcus Flint,Petunia Dursley,6,False,
Cho Chang,Rolanda Hooch,6,False,
Charles Weasley,Sorting Hat,6,False,
Bane,Peter Pettigrew,6,False,
Bane,Molly Weasley,6,False,
Fred Weasley,Walden Macnair,6,False,
Helga Hufflepuff,Parvati Patil,6,True,5.0
Hedwig,Petunia Dursley,6,False,
Cho Chang,Salazar Slytherin,6,True,5.0
Helga Hufflepuff,Petunia Dursley,6,False,
Crookshanks,Molly Weasley,6,True,5.0
Bane,Percy Weasley,6,False,
Merlin,Molly Weasley,6,False,
George Weasley,Graham Montague,6,True,5.0
Helga Hufflepuff,Sorting Hat,6,True,4.0
Bane,Prime Minister,6,False,
Crookshanks,Lucius Malfoy,6,False,
Bane,Quirinus Quirrell,6,False,
Firenze,Fluffy,6,False,
Firenze,Fred Weasley,6,False,
Crookshanks,Justin Finch-Fletchley,6,False,
Firenze,George Weasley,6,False,
Bane,Minerva McGonagall,6,False,
Merlin,Seamus Finnigan,6,False,
Firenze,Godric Gryffindor,6,False,
George Weasley,Merlin,6,False,
Hedwig,Sybill Trelawney,6,True,4.0
Bane,Fluffy,6,False,
Bane,Fred Weasley,6,False,
Cuthbert Binns,Dean Thomas,6,False,
Bane,George Weasley,6,False,
Bane,Gilderoy Lockhart,6,False,
Bane,Godric Gryffindor,6,False,
George Weasley,Millicent Bulstrode,6,False,
Millicent Bulstrode,Oliver Wood,6,False,
Crookshanks,Prime Minister,6,False,
Millicent Bulstrode,Neville Longbottom,6,False,
Buckbeak,Justin Finch-Fletchley,6,False,
Hedwig,Walden Macnair,6,False,
Merlin,Vincent Crabbe,6,False,
Crookshanks,Rowena Ravenclaw,6,False,
Hedwig,Prime Minister,6,False,
Filius Flitwick,Myrtle Warren,6,False,
Buckbeak,James Potter I,6,False,
Firenze,Gilderoy Lockhart,6,False,
Filius Flitwick,Rosmerta,6,False,
Lavender Brown,Marcus Flint,6,False,
Bane,Sirius Black,6,False,
Crookshanks,Fluffy,6,False,
Bane,Sybill Trelawney,6,False,
Crookshanks,Fang,6,False,
James Potter I,Lucius Malfoy,6,False,
Bane,Severus Snape,6,False,
Bane,Salazar Slytherin,6,False,
Hermione Granger,Rosmerta,6,True,4.0
Crookshanks,Gilderoy Lockhart,6,False,
Firenze,Minerva McGonagall,6,True,6.0
Bane,Remus Lupin,6,False,
Bane,Vernon Dursley,6,False,
Fred Weasley,Pansy Parkinson,6,True,5.0
Fred Weasley,Penelope Clearwater,6,False,
Fat Lady,Merlin,5,False,
James Potter I,Quirinus Quirrell,5,False,
Pomona Sprout,Rolanda Hooch,5,False,
James Potter I,Justin Finch-Fletchley,5,False,
Fat Lady,Lucius Malfoy,5,False,
Katie Bell,Neville Longbottom,5,False,
Katie Bell,Lucius Malfoy,5,False,
Fluffy,James Potter I,5,False,
Fluffy,Walden Macnair,5,False,
Hedwig,William Weasley,5,False,
Gregory Goyle,Keeper of the reptile house,5,False,
Rosmerta,Walden Macnair,5,False,
Rosmerta,Sybill Trelawney,5,False,
Katie Bell,Sirius Black,5,False,
Gregory Goyle,Lily J. Potter,5,False,
Petunia Dursley,Sorting Hat,5,False,
Petunia Dursley,Seamus Finnigan,5,False,
Keeper of the reptile house,Quirinus Quirrell,5,False,
Keeper of the reptile house,Neville Longbottom,5,False,
Vincent Crabbe,Walden Macnair,5,False,
Hedwig,Penelope Clearwater,5,False,
Fred Weasley,Lavender Brown,5,False,
Godric Gryffindor,Rosmerta,5,False,
Vernon Dursley,Walden Macnair,5,False,
Katie Bell,Tom Riddle,5,False,
Hedwig,Rolanda Hooch,5,False,
Petunia Dursley,William Weasley,5,False,
Fat Lady,Lily J. Potter,5,True,7.0
Rowena Ravenclaw,William Weasley,5,False,
Rowena Ravenclaw,Walden Macnair,5,False,
Helga Hufflepuff,Mrs Norris,5,False,
Justin Finch-Fletchley,Myrtle Warren,5,False,
Justin Finch-Fletchley,Walden Macnair,5,False,
Fang,Hedwig,5,False,
Poppy Pomfrey,William Weasley,5,True,4.0
Graham Montague,Rowena Ravenclaw,5,False,
James Potter I,Merlin,5,False,
George Weasley,Rosmerta,5,False,
Quirinus Quirrell,Walden Macnair,5,False,
Prime Minister,Rolanda Hooch,5,True,5.0
Fang,Vernon Dursley,5,False,
Helga Hufflepuff,William Weasley,5,False,
Fluffy,Petunia Dursley,5,False,
Quirinus Quirrell,Rolanda Hooch,5,False,
Graham Montague,Peregrine Derrick,5,False,
Hermione Granger,Keeper of the reptile house,5,False,
Fang,Merlin,5,False,
Fluffy,Peeves,5,False,
Hedwig,Parvati Patil,5,True,5.0
Fluffy,Marcus Flint,5,False,
Helga Hufflepuff,Quirinus Quirrell,5,False,
James Potter I,Rosmerta,5,False,
Helga Hufflepuff,Pomona Sprout,5,True,4.0
Fang,Firenze,5,False,
Fang,Lee Jordan,5,False,
Fang,Myrtle Warren,5,False,
Rosmerta,Salazar Slytherin,5,False,
Irma Pince,Rubeus Hagrid,5,False,
Keeper of the reptile house,Rubeus Hagrid,5,False,
Fat Lady,James Potter I,5,False,
James Potter I,Vincent Crabbe,5,False,
Pomona Sprout,Walden Macnair,5,False,
James Potter I,Walden Macnair,5,False,
Helga Hufflepuff,Penelope Clearwater,5,False,
Poppy Pomfrey,Rosmerta,5,False,
Graham Montague,Lucian Bole,5,True,5.0
Justin Finch-Fletchley,Merlin,5,False,
Fred Weasley,Rosmerta,5,False,
Irma Pince,Severus Snape,5,False,
Filius Flitwick,Lucian Bole,5,False,
Petunia Dursley,Rowena Ravenclaw,5,False,
Myrtle Warren,Pomona Sprout,5,False,
Fawkes,Lee Jordan,5,False,
Firenze,Hedwig,5,False,
Fawkes,Justin Finch-Fletchley,5,False,
Firenze,Justin Finch-Fletchley,5,False,
Fawkes,Helga Hufflepuff,5,False,
Firenze,Lucius Malfoy,5,False,
Firenze,Mrs Norris,5,False,
Marcus Flint,Pansy Parkinson,5,False,
Mrs Norris,Walden Macnair,5,False,
Marcus Flint,Nicolas Flamel,5,False,
Myrtle Warren,Penelope Clearwater,5,False,
Myrtle Warren,Petunia Dursley,5,False,
Marcus Flint,Myrtle Warren,5,False,
Neville Longbottom,William Weasley,5,True,6.0
Myrtle Warren,Quirinus Quirrell,5,False,
Gringotts Head Goblin,Walden Macnair,5,False,
Father Christmas,Walden Macnair,5,False,
Myrtle Warren,Rowena Ravenclaw,5,False,
Myrtle Warren,Seamus Finnigan,5,False,
Marcus Flint,Merlin,5,False,
Firenze,Neville Longbottom,5,False,
Lucius Malfoy,William Weasley,5,False,
Myrtle Warren,Sorting Hat,5,False,
Myrtle Warren,Vernon Dursley,5,False,
Neville Longbottom,Peregrine Derrick,5,False,
Neville Longbottom,Rosmerta,5,False,
Firenze,Gringotts Head Goblin,5,False,
Firenze,Gregory Goyle,5,False,
Fawkes,Marcus Flint,5,False,
Gilderoy Lockhart,Peregrine Derrick,5,False,
Filius Flitwick,Katie Bell,5,False,
Errol,William Weasley,5,False,
Filius Flitwick,Millicent Bulstrode,5,False,
Gringotts Head Goblin,Rowena Ravenclaw,5,False,
Millicent Bulstrode,Rowena Ravenclaw,5,False,
Molly Weasley,Nicolas Flamel,5,False,
Gringotts Head Goblin,Rolanda Hooch,5,False,
Molly Weasley,Parvati Patil,5,False,
Merlin,Sybill Trelawney,5,False,
Fawkes,Sybill Trelawney,5,True,6.0
Merlin,Sorting Hat,5,False,
Fawkes,Remus Lupin,5,False,
Fawkes,Quirinus Quirrell,5,False,
Filius Flitwick,Penelope Clearwater,5,False,
Merlin,Salazar Slytherin,5,False,
Merlin,Pomona Sprout,5,False,
Gringotts Head Goblin,Vernon Dursley,5,False,
Fawkes,Pomona Sprout,5,False,
Fawkes,Petunia Dursley,5,False,
Fawkes,Peter Pettigrew,5,False,
Merlin,Parvati Patil,5,False,
Merlin,Mrs Norris,5,False,
Hedwig,Sorting Hat,5,False,
Fawkes,Oliver Wood,5,False,
Firenze,Ginevra Weasley,5,True,5.0
Gringotts Head Goblin,Peeves,5,False,
Firenze,Nicolas Flamel,5,False,
Fat Lady,Rolanda Hooch,5,False,
Lee Jordan,Petunia Dursley,5,False,
Lily J. Potter,Salazar Slytherin,5,True,7.0
Firenze,Sorting Hat,5,False,
Peeves,Sorting Hat,5,False,
Lily J. Potter,Merlin,5,False,
Lily J. Potter,Lucius Malfoy,5,True,7.0
Peeves,Walden Macnair,5,False,
Penelope Clearwater,Poppy Pomfrey,5,False,
Penelope Clearwater,Rolanda Hooch,5,False,
Fat Lady,Walden Macnair,5,False,
Penelope Clearwater,Rubeus Hagrid,5,False,
Penelope Clearwater,Severus Snape,5,False,
Penelope Clearwater,Sirius Black,5,False,
Hedwig,Lee Jordan,5,False,
Nicolas Flamel,Parvati Patil,5,False,
Penelope Clearwater,William Weasley,5,False,
Hedwig,Lily J. Potter,5,False,
Percy Weasley,Rosmerta,5,False,
Lee Jordan,Myrtle Warren,5,False,
Peregrine Derrick,Tom Riddle,5,False,
Lavender Brown,Tom Riddle,5,True,5.0
Lavender Brown,Rolanda Hooch,5,False,
Firenze,Vincent Crabbe,5,False,
Firenze,Walden Macnair,5,False,
Lavender Brown,Quirinus Quirrell,5,False,
Petunia Dursley,Quirinus Quirrell,5,False,
Petunia Dursley,Rolanda Hooch,5,False,
Lily J. Potter,Seamus Finnigan,5,False,
Parvati Patil,Prime Minister,5,False,
Pansy Parkinson,Sybill Trelawney,5,False,
Pansy Parkinson,Sirius Black,5,False,
Nicolas Flamel,Peeves,5,False,
Firenze,Oliver Wood,5,False,
Lucius Malfoy,Penelope Clearwater,5,False,
Father Christmas,Penelope Clearwater,5,False,
Lucius Malfoy,Peeves,5,False,
Nicolas Flamel,Prime Minister,5,False,
Father Christmas,Pansy Parkinson,5,True,4.0
Firenze,Pomona Sprout,5,False,
Firenze,Poppy Pomfrey,5,True,7.0
Nicolas Flamel,Sorting Hat,5,False,
Nicolas Flamel,Sybill Trelawney,5,False,
Father Christmas,Merlin,5,False,
Nicolas Flamel,Vernon Dursley,5,False,
Gringotts Head Goblin,Irma Pince,5,False,
Nicolas Flamel,Walden Macnair,5,False,
Father Christmas,Lily J. Potter,5,False,
Lucian Bole,Sirius Black,5,False,
Gilderoy Lockhart,Lily J. Potter,5,False,
Lucian Bole,Poppy Pomfrey,5,False,
Gregory Goyle,William Weasley,5,True,4.0
Firenze,Seamus Finnigan,5,False,
Gregory Goyle,Walden Macnair,5,False,
Lucian Bole,Molly Weasley,5,False,
Gilderoy Lockhart,Walden Macnair,5,False,
Pansy Parkinson,Seamus Finnigan,5,False,
George Weasley,Pansy Parkinson,5,False,
Adrian Pucey,Albus Dumbledore,5,False,
Bane,Poppy Pomfrey,5,False,
Bloody Baron,Helga Hufflepuff,5,False,
Cornelius Fudge,Fawkes,5,True,5.0
Cadogan,Justin Finch-Fletchley,5,False,
Dean Thomas,Walden Macnair,5,False,
Dean Thomas,Petunia Dursley,5,False,
Cornelius Fudge,Lavender Brown,5,False,
Cadogan,Crookshanks,5,False,
Dean Thomas,Nicolas Flamel,5,False,
Dean Thomas,Myrtle Warren,5,False,
Bloody Baron,Remus Lupin,5,False,
Dean Thomas,Lily J. Potter,5,False,
Bloody Baron,Salazar Slytherin,5,True,4.0
Cadogan,Colin Creevey,5,False,
Bloody Baron,Severus Snape,5,False,
Buckbeak,Pomona Sprout,5,False,
Buckbeak,Nicolas Flamel,5,False,
Buckbeak,Myrtle Warren,5,False,
Buckbeak,Merlin,5,False,
Buckbeak,Lily J. Potter,5,False,
Buckbeak,Lee Jordan,5,False,
Dean Thomas,Errol,5,False,
Buckbeak,Lavender Brown,5,False,
Arthur Weasley,Fat Lady,5,False,
Bane,Walden Macnair,5,False,
Cornelius Fudge,Errol,5,False,
Colin Creevey,Prime Minister,5,False,
Arthur Weasley,Gringotts Head Goblin,5,False,
Colin Creevey,Peregrine Derrick,5,False,
Dobby,Pomona Sprout,5,False,
Cho Chang,Percy Weasley,5,False,
Dobby,Penelope Clearwater,5,False,
Argus Filch,Bloody Baron,5,False,
Dobby,Parvati Patil,5,False,
Dobby,Nicolas Flamel,5,False,
Argus Filch,Firenze,5,False,
Argus Filch,Irma Pince,5,True,6.0
Argus Filch,Katie Bell,5,True,6.0
Bloody Baron,Godric Gryffindor,5,False,
Argus Filch,Lavender Brown,5,False,
Argus Filch,Millicent Bulstrode,5,False,
Argus Filch,Penelope Clearwater,5,False,
Dobby,James Potter I,5,False,
Argus Filch,Peregrine Derrick,5,False,
Dobby,Helga Hufflepuff,5,False,
Colin Creevey,Nicolas Flamel,5,False,
Cho Chang,Ronald Weasley,5,True,4.0
Dobby,Fawkes,5,False,
Dobby,Errol,5,False,
Argus Filch,William Weasley,5,False,
Cadogan,Peeves,5,False,
Cadogan,Parvati Patil,5,False,
Buckbeak,Helga Hufflepuff,5,False,
Arthur Weasley,James Potter I,5,True,6.0
Cadogan,Sorting Hat,5,False,
Bane,Gringotts Head Goblin,5,False,
Cuthbert Binns,Father Christmas,5,True,4.0
Cuthbert Binns,Fat Lady,5,False,
Cuthbert Binns,Fang,5,False,
Crookshanks,Ginevra Weasley,5,True,5.0
Crookshanks,Gringotts Head Goblin,5,False,
Crookshanks,Walden Macnair,5,False,
Crookshanks,Vernon Dursley,5,False,
Crookshanks,Sorting Hat,5,False,
Bane,Justin Finch-Fletchley,5,False,
Crookshanks,Helga Hufflepuff,5,False,
Crookshanks,Quirinus Quirrell,5,False,
Crookshanks,Pomona Sprout,5,False,
Bane,Lucius Malfoy,5,False,
Crookshanks,James Potter I,5,False,
Crookshanks,Parvati Patil,5,False,
Bane,Mrs Norris,5,False,
Crookshanks,Lavender Brown,5,False,
Bane,Neville Longbottom,5,False,
Bane,Nicolas Flamel,5,False,
Crookshanks,Mrs Norris,5,False,
Bane,Oliver Wood,5,False,
Crookshanks,Merlin,5,False,
Crookshanks,Marcus Flint,5,False,
Bane,Hedwig,5,False,
Bane,Gregory Goyle,5,False,
Buckbeak,Fluffy,5,False,
Bane,Pomona Sprout,5,False,
Arthur Weasley,Lily J. Potter,5,False,
Bane,Vincent Crabbe,5,False,
Cuthbert Binns,Quirinus Quirrell,5,False,
Cuthbert Binns,Prime Minister,5,False,
Arthur Weasley,Myrtle Warren,5,False,
Crookshanks,Cuthbert Binns,5,False,
Bane,Sorting Hat,5,False,
Cuthbert Binns,Oliver Wood,5,False,
Arthur Weasley,Penelope Clearwater,5,False,
Bane,Seamus Finnigan,5,False,
Arthur Weasley,Prime Minister,5,True,6.0
Cuthbert Binns,Mrs Norris,5,False,
Buckbeak,Firenze,5,False,
Cuthbert Binns,Merlin,5,False,
Cuthbert Binns,Marcus Flint,5,False,
Cuthbert Binns,Lucius Malfoy,5,False,
Bane,Buckbeak,5,False,
Buckbeak,Dudley Dursley,5,False,
Buckbeak,Cuthbert Binns,5,False,
Crookshanks,Dudley Dursley,5,False,
Cuthbert Binns,Lavender Brown,5,True,5.0
Bane,Fang,5,False,
Bane,Ginevra Weasley,5,False,
Argus Filch,Bane,5,False,
Argus Filch,Lily J. Potter,5,False,
Cassius Warrington,Rolanda Hooch,5,False,
Albus Dumbledore,Keeper of the reptile house,5,False,
Errol,Gringotts Head Goblin,5,False,
Errol,Fluffy,5,False,
Cedric Diggory,Gregory Goyle,5,True,4.0
Errol,Fat Lady,5,False,
Errol,Fang,5,False,
Cedric Diggory,Ginevra Weasley,5,True,4.0
Charles Weasley,Fluffy,5,False,
Alicia Spinnet,Cornelius Fudge,5,False,
Alicia Spinnet,Molly Weasley,5,False,
Dudley Dursley,Seamus Finnigan,5,False,
Dudley Dursley,Rowena Ravenclaw,5,False,
Cedric Diggory,Colin Creevey,5,True,4.0
Cedric Diggory,Cho Chang,5,True,4.0
Cedric Diggory,Charles Weasley,5,False,
Cho Chang,Minerva McGonagall,5,False,
Dudley Dursley,Rolanda Hooch,5,False,
Dudley Dursley,Quirinus Quirrell,5,False,
Alicia Spinnet,Seamus Finnigan,5,False,
Alicia Spinnet,Sorting Hat,5,False,
Dudley Dursley,Peeves,5,False,
Cassius Warrington,Oliver Wood,5,False,
Alicia Spinnet,Sybill Trelawney,5,False,
Alicia Spinnet,Vernon Dursley,5,False,
Charles Weasley,Fang,5,False,
Albus Dumbledore,Irma Pince,5,False,
Dudley Dursley,Mrs Norris,5,False,
Albus Dumbledore,Cho Chang,5,True,4.0
Adrian Pucey,Cedric Diggory,5,False,
Errol,Rowena Ravenclaw,5,False,
Errol,Rolanda Hooch,5,False,
Adrian Pucey,Charles Weasley,5,False,
Adrian Pucey,Cho Chang,5,False,
Errol,Poppy Pomfrey,5,False,
Adrian Pucey,Colin Creevey,5,False,
Adrian Pucey,Father Christmas,5,False,
Cedric Diggory,Vincent Crabbe,5,True,4.0
Errol,Peeves,5,False,
Errol,Parvati Patil,5,False,
Cedric Diggory,Sirius Black,5,True,4.0
Adrian Pucey,Ginevra Weasley,5,False,
Adrian Pucey,Gregory Goyle,5,True,5.0
Cedric Diggory,Severus Snape,5,False,
Cedric Diggory,Rubeus Hagrid,5,True,4.0
Cedric Diggory,Peregrine Derrick,5,False,
Adrian Pucey,Rubeus Hagrid,5,False,
Errol,Mrs Norris,5,False,
Adrian Pucey,Severus Snape,5,False,
Adrian Pucey,Vincent Crabbe,5,False,
Errol,Marcus Flint,5,False,
Albus Dumbledore,Bloody Baron,5,False,
Charles Weasley,Penelope Clearwater,5,False,
Errol,Sybill Trelawney,5,False,
Colin Creevey,Gringotts Head Goblin,5,False,
Draco Malfoy,Keeper of the reptile house,5,False,
Bloody Baron,Draco Malfoy,5,False,
Bloody Baron,Fat Lady,5,False,
Angelina Johnson,Cho Chang,5,True,4.0
Cho Chang,Father Christmas,5,True,5.0
Cassius Warrington,Godric Gryffindor,5,True,5.0
Draco Malfoy,Rosmerta,5,True,6.0
Cassius Warrington,Katie Bell,5,True,5.0
Colin Creevey,Katie Bell,5,True,5.0
Cassius Warrington,Marcus Flint,5,False,
Dudley Dursley,Errol,5,False,
Dudley Dursley,Gringotts Head Goblin,5,False,
Dudley Dursley,Fang,5,False,
Angelina Johnson,Sirius Black,5,False,
Cassius Warrington,Lucian Bole,5,False,
Cassius Warrington,Harry Potter,5,True,4.0
Cho Chang,Helga Hufflepuff,5,True,4.0
Dudley Dursley,Hedwig,5,True,7.0
Dudley Dursley,Helga Hufflepuff,5,False,
Cho Chang,Hermione Granger,5,True,4.0
Charles Weasley,Petunia Dursley,5,False,
Dobby,Walden Macnair,5,False,
Dobby,William Weasley,5,True,7.0
Charles Weasley,Pomona Sprout,5,False,
Angelina Johnson,Filius Flitwick,5,False,
Cho Chang,Marcus Flint,5,False,
Bloody Baron,Fred Weasley,5,False,
Angelina Johnson,Lucius Malfoy,5,False,
Bloody Baron,Filius Flitwick,5,False,
Cho Chang,Draco Malfoy,5,True,5.0
Draco Malfoy,Graham Montague,5,True,5.0
Angelina Johnson,Poppy Pomfrey,5,True,5.0
Bloody Baron,Gregory Goyle,4,False,
Keeper of the reptile house,Peter Pettigrew,4,False,
Irma Pince,Salazar Slytherin,4,False,
Bloody Baron,Rowena Ravenclaw,4,False,
Irma Pince,Rolanda Hooch,4,False,
Bloody Baron,Errol,4,False,
Keeper of the reptile house,Pomona Sprout,4,False,
Irma Pince,Rowena Ravenclaw,4,False,
Keeper of the reptile house,Poppy Pomfrey,4,False,
Irma Pince,Peter Pettigrew,4,False,
Irma Pince,Remus Lupin,4,False,
Bloody Baron,Ginevra Weasley,4,False,
Irma Pince,Quirinus Quirrell,4,False,
Bloody Baron,Gilderoy Lockhart,4,False,
Blaise Zabini,Seamus Finnigan,4,False,
Irma Pince,Seamus Finnigan,4,False,
Keeper of the reptile house,Parvati Patil,4,False,
Irma Pince,Sirius Black,4,False,
James Potter I,Sorting Hat,4,False,
Bloody Baron,Mrs Norris,4,False,
Bloody Baron,Myrtle Warren,4,False,
Bloody Baron,Parvati Patil,4,False,
Justin Finch-Fletchley,Lavender Brown,4,True,5.0
Bloody Baron,Peter Pettigrew,4,False,
Katie Bell,Molly Weasley,4,False,
Bloody Baron,Charles Weasley,4,False,
Bloody Baron,Lee Jordan,4,False,
James Potter I,Rowena Ravenclaw,4,False,
Bloody Baron,Quirinus Quirrell,4,False,
James Potter I,Nicolas Flamel,4,False,
James Potter I,Parvati Patil,4,False,
James Potter I,Peeves,4,False,
Bloody Baron,Seamus Finnigan,4,False,
Bloody Baron,Cadogan,4,False,
Katie Bell,Poppy Pomfrey,4,True,5.0
Irma Pince,Sybill Trelawney,4,False,
Bloody Baron,Vincent Crabbe,4,False,
Keeper of the reptile house,Percy Weasley,4,False,
Irma Pince,Tom Riddle,4,False,
Irma Pince,Vincent Crabbe,4,False,
Keeper of the reptile house,Oliver Wood,4,False,
Keeper of the reptile house,Nicolas Flamel,4,False,
Bloody Baron,Colin Creevey,4,False,
James Potter I,Mrs Norris,4,False,
Blaise Zabini,Vernon Dursley,4,False,
Blaise Zabini,Severus Snape,4,True,6.0
Bloody Baron,Justin Finch-Fletchley,4,False,
Keeper of the reptile house,Marcus Flint,4,False,
Bloody Baron,Lavender Brown,4,False,
Blaise Zabini,Sirius Black,4,False,
Blaise Zabini,Tom Riddle,4,False,
Bloody Baron,George Weasley,4,False,
Cadogan,Charles Weasley,4,False,
Irma Pince,Percy Weasley,4,False,
Cassius Warrington,Hermione Granger,4,False,
Gregory Goyle,Irma Pince,4,False,
Cassius Warrington,Draco Malfoy,4,False,
Cassius Warrington,Cedric Diggory,4,False,
Cadogan,Vernon Dursley,4,False,
Cadogan,Rolanda Hooch,4,False,
Cadogan,Prime Minister,4,False,
Cadogan,Poppy Pomfrey,4,False,
Cadogan,Pomona Sprout,4,False,
Cadogan,Petunia Dursley,4,False,
